ViewsID,CustomerID,Genre,Format,Device,Viewing_Frequency,Total_Viewing_Time,Rating
1358,1358,Action,TV-Shows,Mobile-App,6,81005,3
1359,1359,Reality,TV-Shows,Tv-App,1,96038,4
1360,1360,Cartoons,Live-Events,Tv-App,9,204023,1
1361,1361,News,Live-Events,Decoder,6,442090,4
1362,1362,Sports,TV-Shows,Decoder,7,439586,4
1363,1363,Sports,TV-Shows,Tv-App,0,585379,5
1364,1364,News,TV-Shows,Tv-App,7,475483,1
1365,1365,News,Live-Events,Mobile-App,5,219568,5
1366,1366,Sports,Live-Events,Tv-App,6,100372,2
1367,1367,Comedy,TV-Shows,Browser,3,136907,4
1368,1368,Drama,TV-Shows,Browser,5,8192,4
1369,1369,Talk-Shows,TV-Shows,Tv-App,4,549747,3
1370,1370,News,TV-Shows,Tv-App,2,274638,5
1371,1371,Comedy,Live-Events,Decoder,4,14552,2
1372,1372,Music,Live-Events,Browser,10,214051,2
1373,1373,Religion,Live-Events,Tv-App,1,190982,5
1374,1374,Talk-Shows,Live-Events,Decoder,2,557724,2
1375,1375,Documentaries,TV-Shows,Tv-App,2,509331,3
1376,1376,Music,Live-Events,Tv-App,9,575897,2
1377,1377,Comedy,TV-Shows,Browser,7,185638,3
1378,1378,Cartoons,Live-Events,Browser,8,255860,4
1379,1379,Sports,Live-Events,Decoder,9,437535,3
1380,1380,Reality,TV-Shows,Mobile-App,3,28939,2
1381,1381,News,TV-Shows,Tv-App,7,480906,3
1382,1382,Music,TV-Shows,Tv-App,2,503324,1
1383,1383,Documentaries,TV-Shows,Mobile-App,6,60080,2
1384,1384,Reality,Live-Events,Tv-App,11,489277,1
1385,1385,Action,TV-Shows,Tv-App,2,58578,3
1386,1386,Reality,TV-Shows,Mobile-App,2,347104,2
1387,1387,Music,Live-Events,Mobile-App,6,100599,1
1388,1388,Reality,TV-Shows,Mobile-App,3,13942,5
1389,1389,Drama,TV-Shows,Tv-App,0,308328,3
1390,1390,Comedy,TV-Shows,Decoder,9,359301,2
1391,1391,Comedy,TV-Shows,Browser,4,26911,2
1392,1392,Sports,TV-Shows,Tv-App,10,543954,2
1393,1393,Sports,TV-Shows,Tv-App,5,298905,3
1394,1394,Documentaries,Live-Events,Browser,2,575306,2
1395,1395,Action,Live-Events,Decoder,2,462116,4
1396,1396,Reality,TV-Shows,Decoder,3,234442,4
1397,1397,Comedy,Live-Events,Tv-App,3,265306,5
1398,1398,Documentaries,TV-Shows,Decoder,6,251600,2
1399,1399,Documentaries,TV-Shows,Decoder,6,375410,2
1400,1400,Talk-Shows,TV-Shows,Decoder,7,560447,4
1401,1401,Reality,Live-Events,Decoder,5,226661,4
1402,1402,Action,TV-Shows,Mobile-App,3,421394,4
1403,1403,News,TV-Shows,Decoder,8,349518,3
1404,1404,Action,Live-Events,Tv-App,5,193203,4
1405,1405,Comedy,TV-Shows,Tv-App,4,363736,3
1406,1406,News,TV-Shows,Tv-App,10,496860,5
1407,1407,News,TV-Shows,Decoder,5,114959,5
1408,1408,Action,TV-Shows,Decoder,1,407884,5
1409,1409,Drama,TV-Shows,Browser,7,294354,1
1410,1410,News,Live-Events,Tv-App,1,568145,1
1411,1411,Music,TV-Shows,Mobile-App,1,418961,2
1412,1412,Music,TV-Shows,Mobile-App,6,568688,1
1413,1413,Talk-Shows,Live-Events,Decoder,4,450869,1
1414,1414,News,Live-Events,Browser,3,53322,3
1415,1415,Sports,TV-Shows,Tv-App,9,199175,3
1416,1416,Sports,TV-Shows,Tv-App,8,323159,4
1417,1417,Comedy,Live-Events,Decoder,6,171060,2
1418,1418,Sports,TV-Shows,Mobile-App,10,81260,4
1419,1419,Talk-Shows,TV-Shows,Decoder,1,185386,3
1420,1420,Talk-Shows,Live-Events,Decoder,3,551820,3
1421,1421,Documentaries,TV-Shows,Browser,1,111996,5
1422,1422,Music,TV-Shows,Decoder,11,523752,2
1423,1423,Action,Live-Events,Tv-App,8,92580,3
1424,1424,Talk-Shows,Live-Events,Tv-App,3,541239,2
1425,1425,Comedy,Live-Events,Tv-App,7,353875,1
1426,1426,Documentaries,TV-Shows,Mobile-App,4,21541,2
1427,1427,Cartoons,Live-Events,Browser,8,75293,3
1428,1428,Comedy,TV-Shows,Mobile-App,6,291980,2
1429,1429,Cartoons,TV-Shows,Decoder,5,331314,1
1430,1430,Sports,TV-Shows,Tv-App,5,470758,2
1431,1431,Religion,TV-Shows,Browser,2,57324,2
1432,1432,Talk-Shows,TV-Shows,Tv-App,10,138854,3
1433,1433,Action,TV-Shows,Tv-App,10,504607,4
1434,1434,Documentaries,Live-Events,Decoder,2,165709,3
1435,1435,Documentaries,Live-Events,Decoder,9,166942,4
1436,1436,Action,Live-Events,Tv-App,3,538267,4
1437,1437,Cartoons,Live-Events,Tv-App,4,121539,3
1438,1438,Reality,TV-Shows,Decoder,1,261791,5
1439,1439,Music,Live-Events,Decoder,10,342080,2
1440,1440,Documentaries,TV-Shows,Browser,1,341781,4
1441,1441,Sports,TV-Shows,Decoder,9,58612,4
1442,1442,Music,TV-Shows,Decoder,0,368214,4
1443,1443,Action,TV-Shows,Mobile-App,5,456401,1
1444,1444,Documentaries,Live-Events,Decoder,6,15114,4
1445,1445,Music,TV-Shows,Decoder,1,554020,3
1446,1446,Comedy,Live-Events,Decoder,9,133349,4
1447,1447,Reality,TV-Shows,Tv-App,5,157335,4
1448,1448,News,TV-Shows,Decoder,1,520592,3
1449,1449,Action,TV-Shows,Browser,4,463258,4
1450,1450,Sports,Live-Events,Tv-App,3,118165,5
1451,1451,Drama,TV-Shows,Decoder,0,93968,4
1452,1452,News,TV-Shows,Decoder,6,438620,2
1453,1453,Comedy,TV-Shows,Mobile-App,3,207162,2
1454,1454,Sports,TV-Shows,Decoder,4,479843,2
1455,1455,Music,TV-Shows,Tv-App,3,147562,3
1456,1456,Action,Live-Events,Tv-App,8,21461,5
1457,1457,Sports,TV-Shows,Mobile-App,7,330277,4
1458,1458,Talk-Shows,Live-Events,Browser,3,571247,3
1459,1459,Sports,Live-Events,Decoder,8,140622,2
1460,1460,Reality,TV-Shows,Browser,10,308788,3
1461,1461,Reality,TV-Shows,Tv-App,4,117800,1
1462,1462,Comedy,Live-Events,Mobile-App,9,281253,2
1463,1463,Music,Live-Events,Decoder,5,219941,2
1464,1464,Drama,TV-Shows,Browser,2,15041,3
1465,1465,Reality,Live-Events,Mobile-App,3,422305,3
1466,1466,Comedy,Live-Events,Decoder,2,377799,2
1467,1467,News,Live-Events,Tv-App,10,34381,1
1468,1468,Sports,Live-Events,Tv-App,3,393728,2
1469,1469,Cartoons,Live-Events,Decoder,9,59313,2
1470,1470,Action,Live-Events,Decoder,6,508987,5
1471,1471,Documentaries,Live-Events,Mobile-App,6,153187,5
1472,1472,News,TV-Shows,Tv-App,2,560378,4
1473,1473,Cartoons,TV-Shows,Tv-App,3,496649,2
1474,1474,Cartoons,Live-Events,Decoder,10,294095,3
1475,1475,Cartoons,TV-Shows,Tv-App,0,274645,4
1476,1476,Drama,Live-Events,Browser,7,583665,2
1477,1477,Talk-Shows,TV-Shows,Decoder,1,63320,1
1478,1478,Talk-Shows,Live-Events,Tv-App,2,451599,4
1479,1479,News,Live-Events,Decoder,4,510042,5
1480,1480,Music,Live-Events,Decoder,6,29544,4
1481,1481,Comedy,Live-Events,Decoder,6,188540,1
1482,1482,Cartoons,TV-Shows,Tv-App,5,91261,2
1483,1483,Music,Live-Events,Browser,6,336802,2
1484,1484,Reality,TV-Shows,Browser,1,27992,3
1485,1485,Drama,Live-Events,Mobile-App,3,433679,4
1486,1486,Documentaries,TV-Shows,Decoder,4,366643,2
1487,1487,Reality,Live-Events,Decoder,10,235030,3
1488,1488,Documentaries,Live-Events,Decoder,10,130487,4
1489,1489,Music,TV-Shows,Tv-App,3,427554,4
1490,1490,Reality,TV-Shows,Decoder,10,226588,4
1491,1491,Talk-Shows,Live-Events,Mobile-App,6,496862,2
1492,1492,News,TV-Shows,Decoder,8,105710,4
1493,1493,News,Live-Events,Browser,9,165201,4
1494,1494,News,Live-Events,Browser,1,364198,3
1495,1495,Sports,Live-Events,Decoder,7,52808,2
1496,1496,Documentaries,TV-Shows,Mobile-App,8,458936,4
1497,1497,Drama,TV-Shows,Decoder,0,233239,3
1498,1498,Cartoons,TV-Shows,Decoder,8,314206,2
1499,1499,Reality,TV-Shows,Browser,9,507124,4
1500,1500,Comedy,TV-Shows,Browser,7,80674,2
1501,1501,Talk-Shows,TV-Shows,Tv-App,1,604332,4
1502,1502,Drama,TV-Shows,Browser,6,25138,1
1503,1503,Documentaries,Live-Events,Browser,7,502091,5
1504,1504,Comedy,TV-Shows,Tv-App,1,156566,3
1505,1505,News,TV-Shows,Decoder,6,45595,5
1506,1506,Reality,Live-Events,Browser,3,435321,2
1507,1507,Music,Live-Events,Tv-App,10,30637,2
1508,1508,Documentaries,Live-Events,Mobile-App,10,198095,3
1509,1509,News,Live-Events,Mobile-App,7,78554,5
1510,1510,Documentaries,TV-Shows,Browser,11,399850,5
1511,1511,Comedy,Live-Events,Decoder,7,195113,2
1512,1512,Sports,Live-Events,Mobile-App,9,413344,4
1513,1513,Documentaries,Live-Events,Decoder,8,562653,2
1514,1514,Religion,Live-Events,Browser,5,234131,3
1515,1515,Religion,Live-Events,Decoder,2,269412,4
1516,1516,Action,TV-Shows,Tv-App,2,457227,3
1517,1517,Comedy,TV-Shows,Mobile-App,2,244992,3
1518,1518,Music,Live-Events,Decoder,4,465678,2
1519,1519,Religion,Live-Events,Tv-App,6,289497,2
1520,1520,Music,TV-Shows,Mobile-App,6,362972,1
1521,1521,Comedy,Live-Events,Tv-App,5,328865,5
1522,1522,Religion,TV-Shows,Decoder,0,384762,4
1523,1523,Music,TV-Shows,Tv-App,9,492072,2
1524,1524,News,Live-Events,Mobile-App,10,495200,2
1525,1525,Cartoons,TV-Shows,Browser,0,511934,4
1526,1526,Documentaries,Live-Events,Decoder,6,539257,3
1527,1527,Music,TV-Shows,Tv-App,1,542596,4
1528,1528,Action,TV-Shows,Tv-App,1,59458,1
1529,1529,Comedy,Live-Events,Tv-App,2,136433,2
1530,1530,Documentaries,Live-Events,Browser,8,191355,2
1531,1531,Comedy,Live-Events,Decoder,6,168945,2
1532,1532,Comedy,TV-Shows,Browser,2,117929,1
1533,1533,Cartoons,Live-Events,Browser,6,318292,3
1534,1534,Cartoons,Live-Events,Tv-App,9,263124,2
1535,1535,Talk-Shows,Live-Events,Tv-App,9,85476,4
1536,1536,Reality,TV-Shows,Decoder,5,158468,3
1537,1537,Comedy,Live-Events,Decoder,11,592656,3
1538,1538,Documentaries,Live-Events,Mobile-App,3,167193,2
1539,1539,Sports,Live-Events,Browser,0,29649,2
1540,1540,Religion,TV-Shows,Tv-App,3,118642,4
1541,1541,Documentaries,Live-Events,Decoder,11,137552,3
1542,1542,Reality,TV-Shows,Tv-App,9,564839,1
1543,1543,Comedy,TV-Shows,Decoder,7,33116,1
1544,1544,Drama,Live-Events,Browser,2,74962,3
1545,1545,News,Live-Events,Tv-App,1,515999,2
1546,1546,Music,TV-Shows,Mobile-App,2,132535,5
1547,1547,Music,Live-Events,Tv-App,7,116867,1
1548,1548,Comedy,Live-Events,Tv-App,11,114813,3
1549,1549,Comedy,Live-Events,Decoder,2,259878,2
1550,1550,Comedy,Live-Events,Browser,5,251395,2
1551,1551,Talk-Shows,TV-Shows,Decoder,1,249011,5
1552,1552,Comedy,TV-Shows,Tv-App,10,16473,4
1553,1553,Cartoons,Live-Events,Mobile-App,11,262247,2
1554,1554,Sports,TV-Shows,Browser,1,141366,5
1555,1555,Religion,TV-Shows,Decoder,4,245520,5
1556,1556,Comedy,Live-Events,Decoder,10,159446,5
1557,1557,News,Live-Events,Browser,3,151188,4
1558,1558,Documentaries,TV-Shows,Tv-App,2,290888,1
1559,1559,News,Live-Events,Tv-App,6,271266,4
1560,1560,Reality,Live-Events,Decoder,8,38188,4
1561,1561,Sports,TV-Shows,Tv-App,4,567138,2
1562,1562,News,Live-Events,Decoder,4,384937,3
1563,1563,Sports,TV-Shows,Decoder,11,142724,4
1564,1564,Talk-Shows,TV-Shows,Browser,10,495174,4
1565,1565,Sports,TV-Shows,Decoder,8,593748,3
1566,1566,Action,Live-Events,Tv-App,4,494691,3
1567,1567,Sports,TV-Shows,Tv-App,2,596927,5
1568,1568,Reality,Live-Events,Decoder,9,292338,2
1569,1569,Sports,Live-Events,Mobile-App,7,379635,1
1570,1570,Talk-Shows,Live-Events,Decoder,10,223637,4
1571,1571,Talk-Shows,Live-Events,Browser,8,342508,2
1572,1572,Cartoons,Live-Events,Tv-App,1,404037,3
1573,1573,Religion,TV-Shows,Tv-App,11,133092,3
1574,1574,Talk-Shows,TV-Shows,Browser,3,240249,4
1575,1575,Talk-Shows,TV-Shows,Mobile-App,2,306552,1
1576,1576,Talk-Shows,Live-Events,Decoder,7,152770,3
1577,1577,Action,Live-Events,Tv-App,7,354147,2
1578,1578,Talk-Shows,TV-Shows,Decoder,5,496624,3
1579,1579,Talk-Shows,Live-Events,Decoder,8,382192,2
1580,1580,Comedy,TV-Shows,Browser,8,350882,2
1581,1581,Cartoons,TV-Shows,Tv-App,10,376353,1
1582,1582,Reality,Live-Events,Tv-App,1,282776,3
1583,1583,Drama,Live-Events,Mobile-App,8,406045,2
1584,1584,Talk-Shows,TV-Shows,Tv-App,7,116795,1
1585,1585,Cartoons,TV-Shows,Decoder,1,183187,2
1586,1586,Comedy,Live-Events,Decoder,1,518592,1
1587,1587,Music,TV-Shows,Decoder,6,271745,2
1588,1588,Sports,Live-Events,Browser,11,249607,1
1589,1589,Religion,Live-Events,Mobile-App,7,385877,2
1590,1590,Reality,TV-Shows,Mobile-App,8,283189,4
1591,1591,Reality,TV-Shows,Decoder,0,349185,2
1592,1592,Comedy,TV-Shows,Decoder,11,37611,2
1593,1593,Music,TV-Shows,Mobile-App,1,544778,5
1594,1594,Cartoons,TV-Shows,Decoder,2,563635,3
1595,1595,News,TV-Shows,Decoder,2,109520,3
1596,1596,Action,Live-Events,Decoder,6,352667,5
1597,1597,Cartoons,TV-Shows,Mobile-App,1,514437,5
1598,1598,Action,Live-Events,Tv-App,0,283425,1
1599,1599,Talk-Shows,Live-Events,Browser,4,114959,2
1600,1600,Drama,TV-Shows,Tv-App,5,348426,3
1601,1601,Comedy,Live-Events,Mobile-App,4,364484,4
1602,1602,News,TV-Shows,Tv-App,3,400611,5
1603,1603,Comedy,TV-Shows,Mobile-App,6,86762,2
1604,1604,Action,TV-Shows,Browser,3,84831,2
1605,1605,Cartoons,TV-Shows,Mobile-App,6,398330,1
1606,1606,Action,TV-Shows,Tv-App,9,505603,4
1607,1607,News,Live-Events,Browser,9,49834,2
1608,1608,News,Live-Events,Browser,5,105894,5
1609,1609,Music,Live-Events,Decoder,3,439552,4
1610,1610,Religion,Live-Events,Tv-App,4,547261,3
1611,1611,Talk-Shows,Live-Events,Decoder,9,573065,5
1612,1612,Comedy,Live-Events,Mobile-App,3,177235,4
1613,1613,Reality,Live-Events,Decoder,2,134811,2
1614,1614,Sports,TV-Shows,Mobile-App,6,586044,3
1615,1615,Documentaries,Live-Events,Decoder,1,159996,2
1616,1616,Comedy,TV-Shows,Mobile-App,4,427717,4
1617,1617,Action,Live-Events,Browser,4,222782,3
1618,1618,Action,Live-Events,Tv-App,6,376700,1
1619,1619,Drama,Live-Events,Decoder,5,104299,4
1620,1620,Comedy,TV-Shows,Decoder,8,563883,1
1621,1621,Comedy,Live-Events,Decoder,1,355509,2
1622,1622,Religion,TV-Shows,Tv-App,0,104106,4
1623,1623,Comedy,TV-Shows,Tv-App,10,140332,4
1624,1624,Reality,Live-Events,Decoder,6,125236,3
1625,1625,Action,TV-Shows,Tv-App,10,526879,1
1626,1626,Documentaries,TV-Shows,Tv-App,3,41532,4
1627,1627,Cartoons,Live-Events,Decoder,0,358076,2
1628,1628,Sports,TV-Shows,Browser,9,398694,2
1629,1629,Music,Live-Events,Browser,11,597236,2
1630,1630,Cartoons,Live-Events,Browser,1,357846,2
1631,1631,Sports,TV-Shows,Tv-App,8,151741,4
1632,1632,Music,Live-Events,Mobile-App,6,138451,4
1633,1633,Cartoons,Live-Events,Mobile-App,4,136948,3
1634,1634,Sports,TV-Shows,Tv-App,8,75119,2
1635,1635,News,Live-Events,Decoder,2,489064,3
1636,1636,Religion,Live-Events,Decoder,5,454595,2
1637,1637,Music,TV-Shows,Mobile-App,3,371742,4
1638,1638,Religion,Live-Events,Decoder,10,80122,2
1639,1639,News,TV-Shows,Tv-App,5,369504,5
1640,1640,Cartoons,TV-Shows,Browser,1,585247,5
1641,1641,News,Live-Events,Decoder,8,238438,4
1642,1642,Music,Live-Events,Decoder,8,107942,4
1643,1643,News,Live-Events,Mobile-App,8,364033,1
1644,1644,Reality,TV-Shows,Tv-App,5,518653,3
1645,1645,Action,TV-Shows,Decoder,4,152554,3
1646,1646,Reality,TV-Shows,Browser,10,164523,1
1647,1647,Cartoons,TV-Shows,Decoder,0,479582,2
1648,1648,Documentaries,TV-Shows,Tv-App,11,531705,5
1649,1649,Comedy,Live-Events,Tv-App,10,441862,2
1650,1650,Cartoons,Live-Events,Tv-App,7,559737,3
1651,1651,Reality,TV-Shows,Browser,10,174550,2
1652,1652,Sports,TV-Shows,Decoder,10,354079,4
1653,1653,Talk-Shows,TV-Shows,Mobile-App,3,421177,4
1654,1654,Talk-Shows,TV-Shows,Browser,9,338883,3
1655,1655,Action,TV-Shows,Mobile-App,4,536160,5
1656,1656,News,TV-Shows,Decoder,0,398633,3
1657,1657,Reality,Live-Events,Decoder,2,160807,4
1658,1658,Action,Live-Events,Decoder,4,540758,5
1659,1659,Reality,TV-Shows,Decoder,11,282647,2
1660,1660,Comedy,Live-Events,Tv-App,6,427227,2
1661,1661,Music,TV-Shows,Decoder,7,542425,4
1662,1662,Action,Live-Events,Tv-App,3,411166,3
1663,1663,Documentaries,Live-Events,Tv-App,2,75442,5
1664,1664,Documentaries,Live-Events,Tv-App,4,564979,2
1665,1665,Talk-Shows,TV-Shows,Decoder,11,406017,3
1666,1666,Drama,TV-Shows,Tv-App,7,555783,2
1667,1667,Action,TV-Shows,Decoder,10,307450,4
1668,1668,Music,Live-Events,Decoder,6,253519,3
1669,1669,Documentaries,TV-Shows,Tv-App,5,323196,4
1670,1670,Comedy,Live-Events,Mobile-App,2,84964,4
1671,1671,Talk-Shows,TV-Shows,Browser,3,79305,4
1672,1672,News,TV-Shows,Browser,11,459642,3
1673,1673,News,Live-Events,Mobile-App,0,125553,3
1674,1674,Reality,TV-Shows,Tv-App,7,565745,1
1675,1675,Reality,Live-Events,Tv-App,7,100900,4
1676,1676,Music,TV-Shows,Decoder,0,523911,2
1677,1677,Drama,Live-Events,Tv-App,7,374078,2
1678,1678,Reality,Live-Events,Mobile-App,4,343509,2
1679,1679,Comedy,TV-Shows,Decoder,3,579210,4
1680,1680,Music,TV-Shows,Tv-App,6,289762,4
1681,1681,Action,Live-Events,Decoder,9,509940,1
1682,1682,Comedy,TV-Shows,Decoder,7,195810,3
1683,1683,Sports,Live-Events,Tv-App,1,166157,2
1684,1684,Action,Live-Events,Tv-App,6,403106,2
1685,1685,Documentaries,TV-Shows,Tv-App,9,367000,3
1686,1686,News,Live-Events,Mobile-App,1,221681,1
1687,1687,Comedy,TV-Shows,Mobile-App,6,375127,4
1688,1688,Music,TV-Shows,Mobile-App,9,53880,3
1689,1689,Comedy,Live-Events,Tv-App,4,220639,4
1690,1690,Religion,Live-Events,Tv-App,7,314931,2
1691,1691,Reality,TV-Shows,Decoder,7,58312,1
1692,1692,Cartoons,TV-Shows,Tv-App,7,346773,3
1693,1693,Action,Live-Events,Tv-App,4,517259,3
1694,1694,Cartoons,TV-Shows,Mobile-App,4,153902,2
1695,1695,Comedy,TV-Shows,Browser,5,157337,5
1696,1696,News,Live-Events,Tv-App,2,35777,5
1697,1697,Comedy,Live-Events,Mobile-App,5,577377,4
1698,1698,Cartoons,Live-Events,Mobile-App,4,100672,3
1699,1699,Action,TV-Shows,Tv-App,2,215862,1
1700,1700,Action,TV-Shows,Decoder,10,161067,4
1701,1701,Comedy,Live-Events,Tv-App,1,121933,5
1702,1702,Sports,TV-Shows,Decoder,4,411620,2
1703,1703,Comedy,Live-Events,Browser,2,60869,1
1704,1704,Music,TV-Shows,Decoder,1,301906,5
1705,1705,Comedy,TV-Shows,Tv-App,0,83085,4
1706,1706,News,Live-Events,Browser,9,412453,2
1707,1707,Talk-Shows,TV-Shows,Mobile-App,4,603093,4
1708,1708,Cartoons,TV-Shows,Tv-App,0,466262,3
1709,1709,Comedy,TV-Shows,Mobile-App,2,551608,2
1710,1710,Sports,TV-Shows,Mobile-App,5,540665,2
1711,1711,Reality,Live-Events,Tv-App,4,150868,3
1712,1712,Music,Live-Events,Decoder,2,228232,2
1713,1713,Sports,Live-Events,Browser,8,267689,2
1714,1714,Action,TV-Shows,Mobile-App,2,302809,3
1715,1715,Action,TV-Shows,Browser,11,231668,4
1716,1716,News,Live-Events,Tv-App,3,333462,3
1717,1717,Sports,TV-Shows,Decoder,10,176379,4
1718,1718,News,Live-Events,Mobile-App,9,338126,5
1719,1719,News,TV-Shows,Browser,4,494055,1
1720,1720,Action,Live-Events,Tv-App,5,362947,2
1721,1721,Talk-Shows,Live-Events,Browser,9,271817,4
1722,1722,News,TV-Shows,Tv-App,4,106972,4
1723,1723,News,Live-Events,Tv-App,10,149936,1
1724,1724,Music,Live-Events,Browser,4,384184,5
1725,1725,Religion,TV-Shows,Decoder,10,566784,5
1726,1726,News,TV-Shows,Tv-App,3,5158,5
1727,1727,Cartoons,Live-Events,Decoder,8,487489,3
1728,1728,Music,Live-Events,Browser,9,382302,1
1729,1729,Music,TV-Shows,Browser,8,165047,3
1730,1730,Comedy,Live-Events,Tv-App,5,53255,4
1731,1731,Talk-Shows,TV-Shows,Decoder,0,598394,4
1732,1732,Action,TV-Shows,Decoder,10,497012,1
1733,1733,Music,TV-Shows,Mobile-App,6,531000,3
1734,1734,Comedy,TV-Shows,Browser,10,449312,1
1735,1735,Comedy,Live-Events,Tv-App,10,377692,2
1736,1736,Documentaries,TV-Shows,Tv-App,3,177453,1
1737,1737,News,Live-Events,Decoder,6,534625,2
1738,1738,Music,Live-Events,Decoder,2,372101,4
1739,1739,Religion,TV-Shows,Browser,3,420542,5
1740,1740,Talk-Shows,Live-Events,Tv-App,1,533131,4
1741,1741,News,Live-Events,Tv-App,7,291648,4
1742,1742,Comedy,Live-Events,Mobile-App,9,51437,4
1743,1743,Religion,TV-Shows,Decoder,10,312954,5
1744,1744,Talk-Shows,TV-Shows,Decoder,7,227026,4
1745,1745,News,Live-Events,Decoder,7,470328,3
1746,1746,Documentaries,TV-Shows,Tv-App,6,493558,5
1747,1747,Documentaries,TV-Shows,Tv-App,5,402937,3
1748,1748,Talk-Shows,Live-Events,Tv-App,4,492307,1
1749,1749,Religion,Live-Events,Decoder,5,355202,4
1750,1750,Action,TV-Shows,Decoder,8,199626,1
1751,1751,Sports,TV-Shows,Browser,8,530181,2
1752,1752,News,TV-Shows,Tv-App,1,400673,1
1753,1753,Music,Live-Events,Decoder,9,586253,3
1754,1754,Religion,Live-Events,Tv-App,4,94968,3
1755,1755,Action,Live-Events,Tv-App,0,237153,3
1756,1756,News,Live-Events,Tv-App,6,213365,2
1757,1757,Religion,TV-Shows,Tv-App,4,359295,1
1758,1758,Music,Live-Events,Mobile-App,2,38355,4
1759,1759,Talk-Shows,Live-Events,Decoder,8,500593,5
1760,1760,Sports,Live-Events,Decoder,7,497669,4
1761,1761,Music,Live-Events,Tv-App,2,369108,3
1762,1762,Comedy,TV-Shows,Tv-App,3,420107,3
1763,1763,Reality,TV-Shows,Browser,5,130601,4
1764,1764,Action,TV-Shows,Mobile-App,10,530183,3
1765,1765,News,Live-Events,Mobile-App,2,176243,1
1766,1766,Religion,Live-Events,Decoder,6,74492,3
1767,1767,Comedy,TV-Shows,Tv-App,1,457946,5
1768,1768,Music,Live-Events,Tv-App,8,346327,1
1769,1769,Music,TV-Shows,Decoder,1,281958,2
1770,1770,Talk-Shows,Live-Events,Decoder,3,9079,3
1771,1771,Documentaries,Live-Events,Tv-App,1,142991,2
1772,1772,Talk-Shows,TV-Shows,Mobile-App,8,577052,5
1773,1773,Comedy,Live-Events,Mobile-App,0,568467,1
1774,1774,Reality,TV-Shows,Mobile-App,1,152440,4
1775,1775,Talk-Shows,TV-Shows,Tv-App,4,451207,2
1776,1776,News,TV-Shows,Tv-App,1,375953,4
1777,1777,Music,Live-Events,Decoder,9,230283,3
1778,1778,Music,TV-Shows,Tv-App,1,184919,3
1779,1779,Sports,Live-Events,Tv-App,7,77047,3
1780,1780,Action,Live-Events,Browser,11,426134,3
1781,1781,Music,TV-Shows,Decoder,7,368633,5
1782,1782,Talk-Shows,Live-Events,Decoder,9,562613,1
1783,1783,News,TV-Shows,Decoder,6,7850,1
1784,1784,Documentaries,Live-Events,Tv-App,3,374513,4
1785,1785,Comedy,Live-Events,Mobile-App,10,276112,4
1786,1786,Reality,Live-Events,Browser,1,64827,5
1787,1787,Music,TV-Shows,Decoder,7,25272,5
1788,1788,Reality,TV-Shows,Browser,2,343745,1
1789,1789,Comedy,Live-Events,Tv-App,8,261038,2
1790,1790,Religion,TV-Shows,Decoder,6,152526,3
1791,1791,Reality,TV-Shows,Mobile-App,3,299064,5
1792,1792,Comedy,Live-Events,Decoder,5,244583,3
1793,1793,Music,TV-Shows,Decoder,10,584035,3
1794,1794,Sports,TV-Shows,Decoder,4,266096,1
1795,1795,Religion,TV-Shows,Tv-App,5,432040,2
1796,1796,Action,TV-Shows,Tv-App,10,185972,3
1797,1797,Cartoons,Live-Events,Decoder,8,326237,5
1798,1798,News,Live-Events,Mobile-App,8,24170,4
1799,1799,Comedy,Live-Events,Decoder,7,125619,4
1800,1800,Music,Live-Events,Tv-App,2,63706,3
1801,1801,Reality,TV-Shows,Tv-App,7,335595,1
1802,1802,Action,TV-Shows,Browser,4,70617,4
1803,1803,Comedy,Live-Events,Decoder,6,391118,5
1804,1804,Music,TV-Shows,Mobile-App,0,569102,1
1805,1805,Documentaries,Live-Events,Decoder,0,95530,2
1806,1806,Talk-Shows,Live-Events,Tv-App,5,520541,1
1807,1807,Comedy,TV-Shows,Tv-App,2,41976,5
1808,1808,Documentaries,Live-Events,Tv-App,7,534761,3
1809,1809,Talk-Shows,TV-Shows,Decoder,8,389542,4
1810,1810,Sports,TV-Shows,Mobile-App,9,135884,3
1811,1811,Sports,Live-Events,Tv-App,6,207521,4
1812,1812,Talk-Shows,Live-Events,Tv-App,8,507406,2
1813,1813,Action,Live-Events,Decoder,9,26274,2
1814,1814,Comedy,Live-Events,Browser,6,55257,2
1815,1815,Documentaries,TV-Shows,Tv-App,7,330059,1
1816,1816,News,Live-Events,Decoder,0,71320,3
1817,1817,Music,TV-Shows,Decoder,6,486023,2
1818,1818,Action,TV-Shows,Decoder,1,474950,3
1819,1819,Documentaries,TV-Shows,Decoder,6,215500,4
1820,1820,Music,TV-Shows,Tv-App,11,70518,1
1821,1821,Reality,Live-Events,Tv-App,3,425155,3
1822,1822,Drama,Live-Events,Decoder,10,403381,5
1823,1823,Documentaries,Live-Events,Tv-App,6,95555,2
1824,1824,Comedy,Live-Events,Tv-App,9,321629,3
1825,1825,Religion,TV-Shows,Tv-App,6,289552,5
1826,1826,Comedy,TV-Shows,Tv-App,7,152233,4
1827,1827,Talk-Shows,TV-Shows,Decoder,7,269099,1
1828,1828,Cartoons,Live-Events,Decoder,10,512245,5
1829,1829,Cartoons,TV-Shows,Decoder,0,292645,2
1830,1830,Talk-Shows,TV-Shows,Mobile-App,1,247614,4
1831,1831,Reality,TV-Shows,Tv-App,2,382019,5
